ID,Name,Value1,Value2
108,Data108,0.07953973470414188,0.12762197367318173
109,Data109,0.7756981639731372,0.3688967287010707
110,Data110,0.5767954926724277,0.6084772977030133
111,Data111,0.6077626370916287,0.5924417280387564
112,Data112,0.021037116793383825,0.6867818604512537
113,Data113,0.032896566580498554,0.1495462925259584
114,Data114,0.7370889890798421,0.4926957654343793
115,Data115,0.34606683172241726,0.5016665469883109
116,Data116,0.0673254642888973,0.4019966862237202
117,Data117,0.2467890649127933,0.8010772224794946
118,Data118,0.06322925663951917,0.7260559453828644
119,Data119,0.8133210676861425,0.8036875894868922
120,Data120,0.32773772544993807,0.25265350600810077
121,Data121,0.9618882086198697,0.39235510997112755
122,Data122,0.8333594471910235,0.21383393470775947
123,Data123,0.9703171404035296,0.7483245595950463
124,Data124,0.9951438169141653,0.43766984765323225
125,Data125,0.11518074629535968,0.02971022406482926
126,Data126,0.012938903218228659,0.1527133855018702
127,Data127,0.7225332650081011,0.2684770377024125
128,Data128,0.5139736029750511,0.1570803553670428
129,Data129,0.9645419998249715,0.08116650135084291
130,Data130,0.8246522404654393,0.8385255752736431
131,Data131,0.5477976737933029,0.7036513738085857
132,Data132,0.7795510740274485,0.8375321355254042
133,Data133,0.03381271584023804,0.8064930524738018
134,Data134,0.83595765055906,0.9823515286061372
135,Data135,0.9081929747011018,0.5250136088719072
136,Data136,0.40389582266677615,0.4930950750765355
137,Data137,0.6721949295534683,0.14698485516907778
138,Data138,0.7244304718288546,0.35139209709151065
139,Data139,0.168857442912001,0.9408743434320471
140,Data140,0.3331478898502467,0.16279324266795014
141,Data141,0.07562284353313209,0.6788786070299322
142,Data142,0.13105867629457002,0.8010123404986582
143,Data143,0.996339659740281,0.5115121469897856
144,Data144,0.3517726831026242,0.6162638141737724
145,Data145,0.8677650406285912,0.9843100874823613
146,Data146,0.2616459261311951,0.01436654095576162
147,Data147,0.45916227601364024,0.15224150930624203
148,Data148,0.25870161449184614,0.7689497445081238
149,Data149,0.5883143241760495,0.9437192778616909
150,Data150,0.14647907854662945,0.5160099323350669
151,Data151,0.30325200704503874,0.15363165143347723
152,Data152,0.7505652572145406,0.4982322325216356
153,Data153,0.686221363133603,0.7036095071114254
154,Data154,0.7184159786495457,0.7759036479850061
155,Data155,0.12489113718701839,0.0977825925194914
156,Data156,0.2971748994847746,0.8019095063405898
157,Data157,0.8655285768382959,0.3235668645478267
158,Data158,0.11954994985464285,0.47021882743594634
159,Data159,0.413847559119917,0.7995643953187677
160,Data160,0.5444089741910978,0.4904279982974893
161,Data161,0.8814601613615771,0.3564460205508564
162,Data162,0.8966070821733959,0.21534642247758484
163,Data163,0.6893390803496665,0.6517262472217074
164,Data164,0.02966047398321503,0.8542721313387533
165,Data165,0.1344248635194234,0.8656289722964399
166,Data166,0.9952328098938861,0.34151866558601507
167,Data167,0.20148861228465975,0.0027812922835271925
168,Data168,0.24500161418651656,0.9979193150495614
169,Data169,0.6595874715687443,0.6332625499168814
170,Data170,0.713323960954201,0.522448778351388
171,Data171,0.9209261904342118,0.44657358049331786
172,Data172,0.33322221828424725,0.7817657547833539
173,Data173,0.35966560629459265,0.5633815056781918
174,Data174,0.02356219581828689,0.327394890334771
175,Data175,0.789194359141716,0.15243350424925306
176,Data176,0.9518975295719995,0.5634299924109748
177,Data177,0.5786076697610917,0.5338227011861941
178,Data178,0.9253056365569288,0.01205454483945334
179,Data179,0.45261289174676167,0.614827767905683
180,Data180,0.09064248251785456,0.17984001314496822
181,Data181,0.36380843857304956,0.20083750578281068
182,Data182,0.7359945219863554,0.11469596319097874
183,Data183,0.952259327435248,0.4514102976110034
184,Data184,0.8767079660695066,0.8615103526662706
185,Data185,0.014518613406592218,0.5103077199787216
186,Data186,0.4822272648840511,0.6739325706710217
187,Data187,0.09272146703511697,0.12838018945609697
188,Data188,0.6540756877585963,0.020415374284939003
189,Data189,0.764104237961078,0.9194721743367005
190,Data190,0.8006632463231697,0.13454659062093943
191,Data191,0.46227803334525774,0.7420531553063061
192,Data192,0.8712078935499075,0.10286488959183804
193,Data193,0.6938127535760406,0.5830695784221392
194,Data194,0.008908432572491964,0.25776833651998643
195,Data195,0.3271638841243618,0.23555252708382834
196,Data196,0.562608053096756,0.9487886276090503
197,Data197,0.2257014014997496,0.00780419654036113
198,Data198,0.2565402166585449,0.6024173587313129
199,Data199,0.8725758864697377,0.6795261224112993
200,Data200,0.4593488473066071,0.34883562903838594
201,Data201,0.7923846123932641,0.9290405134731007
202,Data202,0.9164276519932111,0.3933115169271867
203,Data203,0.5130757885587983,0.4957953676595859
204,Data204,0.01372373924160697,0.7406946459326624
205,Data205,0.5312565048385005,0.4136332359657521
206,Data206,0.6265033237012559,0.843350529767334
207,Data207,0.24504632414309957,0.752842497022812
208,Data208,0.8731781895865813,0.23604224178732025
209,Data209,0.10084458854180778,0.4427986367155715
210,Data210,0.6421431666121306,0.24567999088545
211,Data211,0.2638567740089358,0.9120428420618298
212,Data212,0.5886771031829915,0.4195244116067227
213,Data213,0.9669512186846657,0.4789338026792729
214,Data214,0.40931039359409016,0.40234220159209944
215,Data215,0.31839427194843317,0.6535475609525827
216,Data216,0.5926644412015315,0.6111781263700649
217,Data217,0.7562388002554491,0.7702898317031045
218,Data218,0.5186198655467317,0.20582008502054205
219,Data219,0.5256169825975994,0.6607237250230233
220,Data220,0.7317713395826952,0.5336992696517501
221,Data221,0.5249152068574898,0.3974052487212033
222,Data222,0.45047922319217926,0.43988049487079617
223,Data223,0.6177857143567547,0.4920577749167072
224,Data224,0.889429122803415,0.5759627226206468
225,Data225,0.040175405376797646,0.3152060059002809
226,Data226,0.7714626276932842,0.11612295251048
227,Data227,0.8450297892759953,0.9194285561615685
228,Data228,0.48354323322413506,0.0942014749550194
229,Data229,0.42205571375176876,0.894678107008438
230,Data230,0.6920740486372571,0.912640267148774
231,Data231,0.005903725670534765,0.3616561774499961
232,Data232,0.8743845619319672,0.44225027202838296
233,Data233,0.7433570185043701,0.7180194364529985
234,Data234,0.1460557005439388,0.531197303810043
235,Data235,0.32859093532818595,0.2922331770801997
236,Data236,0.9678542087848755,0.6722609217722365
237,Data237,0.43529296949319507,0.6311766171983253
238,Data238,0.8013982013586803,0.039333884436883015
239,Data239,0.175410536588411,0.750143875786534
240,Data240,0.549278135220793,0.09729460020757374
241,Data241,0.5965195008996217,0.30767351526140885
242,Data242,0.6632086128825808,0.5137984370264193
243,Data243,0.7932837459255233,0.33267846846399607
244,Data244,0.13288771518487652,0.157198211995895
245,Data245,0.5532021205905614,0.8276375055688346
246,Data246,0.17859282484134542,0.5517182961732359
247,Data247,0.5828159418648897,0.29914799378488677
248,Data248,0.3621427296951901,0.27917037596962213
249,Data249,0.2677768027789692,0.02592960278286205
250,Data250,0.003708032763580449,0.4659133071756647
251,Data251,0.6086506925013612,0.664406369134399
252,Data252,0.24605272844363457,0.6744238610246408
253,Data253,0.44406129120405236,0.6132850710691161
254,Data254,0.8431421811517202,0.2307584061108151
255,Data255,0.3237520267132956,0.41108581612763995
256,Data256,0.7666533859088019,0.262350362709836
257,Data257,0.426372357179705,0.32437028113750177
258,Data258,0.021776084863498135,0.49500211860771703
259,Data259,0.7302711583850165,0.19945203549820523
260,Data260,0.6427936189153783,0.16359388710280276
261,Data261,0.24030599109646,0.5966624955840664
262,Data262,0.6992849139226435,0.22794658266873224
263,Data263,0.44965398098397036,0.20378504683887722
264,Data264,0.28539026448013005,0.45343920600130094
265,Data265,0.37283634739696736,0.5340586712403838
266,Data266,0.8874348813365868,0.8153958967075764
267,Data267,0.4246454747502044,0.9541923574583709
268,Data268,0.22930612213199653,0.11692147865628544
269,Data269,0.139389654200488,0.15911934115999882
270,Data270,0.6803317371834665,0.6717785546162978
271,Data271,0.22584736619616874,0.31276044288992444
272,Data272,0.5770078391713606,0.3970632135034363
273,Data273,0.7355496303027317,0.20785422374204976
274,Data274,0.35777718421770444,0.6848505827650404
275,Data275,0.18548523432852682,0.9629507786325642
276,Data276,0.23915979323330916,0.9776451047032731
277,Data277,0.321050479165496,0.9709553608512853
278,Data278,0.2718893041663799,0.059385461121905236
279,Data279,0.8310414107405606,0.041146785640452266
280,Data280,0.007310323960082243,0.6919165965718161
281,Data281,0.7337135779393407,0.9353845292921423
282,Data282,0.6771435197476027,0.3762571081206073
283,Data283,0.341409786030468,0.7892581154056598
284,Data284,0.7438264606969438,0.6986527777671017
285,Data285,0.6809845346307829,0.2302206157373925
286,Data286,0.9139902486383426,0.9333221828265983
287,Data287,0.9982288026389129,0.3572878697399742
288,Data288,0.22423337135680232,0.3169637339849961
289,Data289,0.5067263365764763,0.1306736175126365
290,Data290,0.6062053199374957,0.6845079467764488
291,Data291,0.855049022232606,0.13476994851088375
292,Data292,0.41711504444626435,0.9612625065442012
293,Data293,0.880925166478311,0.12417162243882762
294,Data294,0.7821297042324195,0.34351194649174
295,Data295,0.09699139126508793,0.23998190437051115
296,Data296,0.23673198981419286,0.8677979569772478
297,Data297,0.00996525736241094,0.2924262901952722
298,Data298,0.07995451605600645,0.46851978139400197
299,Data299,0.8135524363792966,0.04584005814838432
300,Data300,0.05351268618229055,0.5541590798881417
301,Data301,0.21512852080035616,0.013384104826701604
302,Data302,0.44720781749078775,0.5943471212643987
303,Data303,0.15721261014064036,0.8713831107635841
304,Data304,0.497574732382135,0.20315635638830243
305,Data305,0.976975744438701,0.23696877929583182
306,Data306,0.9945992189600384,0.7284124242392136
307,Data307,0.11050436894244553,0.21775011870806704
308,Data308,0.34043203547741363,0.4124871597580383
309,Data309,0.7932653688466,0.8385216272195904
310,Data310,0.9143786793025062,0.776946318319159
311,Data311,0.33419565968011744,0.17755964265140722
312,Data312,0.4900442385649446,0.0015909025027428525
313,Data313,0.4480660511317418,0.8038457520770026
314,Data314,0.623365747039895,0.7178441048341433
315,Data315,0.8192455982015594,0.8965957201519198
316,Data316,0.3843647884884571,0.8171004521633192
317,Data317,0.5397193010058879,0.2497607125647241
318,Data318,0.540805443768049,0.5865676970188092
319,Data319,0.3151882769005082,0.2167075986842798
320,Data320,0.3185437494011708,0.7282959446342733
321,Data321,0.3653085979158913,0.5340734473329887
322,Data322,0.16120694962458193,0.5915028486434456
323,Data323,0.7576010746784009,0.8788286340994391
324,Data324,0.49094154634430776,0.25396729138098206
325,Data325,0.5092909843488489,0.9588721401296978
326,Data326,0.3323216866446683,0.9251785595502943
327,Data327,0.16731363760942553,0.9150215067937912
328,Data328,0.8031101694606734,0.5120917402775774
329,Data329,0.7339474917731981,0.8210490544545809
330,Data330,0.8984165501758107,0.08775420756605035
331,Data331,0.7440139556884394,0.10845522775861405
332,Data332,0.6988978069436013,0.43373237667501885
333,Data333,0.019308819007505806,0.8139584897599316
334,Data334,0.11899904062548872,0.7891812414865113
335,Data335,0.12690747302840633,0.6502208111152578
336,Data336,0.5778332212735608,0.43256439380737355
337,Data337,0.8502121202898613,0.03411644709339268
338,Data338,0.5231500829654099,0.7464452602756562
339,Data339,0.045085902756195395,0.37189127157162216
340,Data340,0.5679463509327846,0.9714347732767167
341,Data341,0.0981457028192293,0.09684792525129682
342,Data342,0.10962112980407457,0.9422950673059521
343,Data343,0.8302615275112027,0.18273280105364909
344,Data344,0.6931809231589902,0.7173620482624775
345,Data345,0.09553721537019533,0.11478814476539256
346,Data346,0.05285171543098521,0.16186471104668188
347,Data347,0.5145236344438961,0.5904728500025994
348,Data348,0.7205558206988778,0.22638222977990108
349,Data349,0.750142224610005,0.5431442540908136
350,Data350,0.3250635574553119,0.8735947806521249
351,Data351,0.4857731561913853,0.43453173662384315
352,Data352,0.22223117438698903,0.3496471886538389
353,Data353,0.7971890214896511,0.1456233161292192
354,Data354,0.8945876640149885,0.7708594372429651
355,Data355,0.9234916675382201,0.21062372564476772
356,Data356,0.637635425321711,0.8021816554889263
357,Data357,0.5369359657420448,0.5849332114113539
358,Data358,0.41058044632150337,0.5407050991554657
359,Data359,0.4875012786260967,0.6156341626146301
360,Data360,0.3708097829494277,0.5857053175668736
361,Data361,0.6552978292572114,0.39176239763398213
362,Data362,0.5342855552866799,0.6761072246988863
363,Data363,0.982371388156158,0.19167865745802348
364,Data364,0.20812613656408474,0.20692589928044713
365,Data365,0.9751970663879376,0.3161450650178993
366,Data366,0.3269969577089714,0.39815149067528854
367,Data367,0.9701285766772478,0.19825055313749496
368,Data368,0.5915346900709818,0.8827098763982217
369,Data369,0.2362966135168434,0.3151176793360403
370,Data370,0.35488029114053177,0.004545549431887563
371,Data371,0.5539262814066401,0.09136324683169073
372,Data372,0.5324978916121152,0.17353677782490506
373,Data373,0.25077010868540117,0.6805733552208373
374,Data374,0.4208081842759408,0.21086738702861207
375,Data375,0.8053297950691233,0.23859314499914952
376,Data376,0.20176630950369867,0.7366433898751891
377,Data377,0.032766096362971786,0.061220208062042314
378,Data378,0.08336599338797701,0.30095702408457536
379,Data379,0.5578735356747647,0.7489299314928298
380,Data380,0.48015327195234303,0.14026433081598944
381,Data381,0.7492222199150904,0.3825499557408112
382,Data382,0.3731843196541528,0.15285733601696117
383,Data383,0.5395464500962022,0.5463400865576827
384,Data384,0.005464227474326955,0.93037481150613
385,Data385,0.5896858997938459,0.9187230153688125
386,Data386,0.3667542587105028,0.4567106075761549
387,Data387,0.0668618203629524,0.06595014961184298
388,Data388,0.5007371889990256,0.3913423255598132
389,Data389,0.9027974031520387,0.020276358827577612
390,Data390,0.5278819931455022,0.6910167250504958
391,Data391,0.7731678049201617,0.2017557754024586
392,Data392,0.4189502707349898,0.6918931519181597
393,Data393,0.19709201897079898,0.251560469134404
394,Data394,0.9769386420177013,0.6736595241869323
395,Data395,0.09385519983612423,0.3847628901722141
396,Data396,0.189353045858194,0.35780006307787005
397,Data397,0.8537770879401557,0.9418112963515775
398,Data398,0.09806191105472795,0.7541075473782437
399,Data399,0.481117940092711,0.9204674221106665
400,Data400,0.6005774882317865,0.2626974869397417
401,Data401,0.6491405788304987,0.4037640542541254
402,Data402,0.1444654650678262,0.9631950948637603
403,Data403,0.5709235784516731,0.9645794135375447
404,Data404,0.1056850250511826,0.5784303590639
405,Data405,0.4342470723531324,0.3237144509990638
406,Data406,0.7520127376029333,0.6868904567935964
407,Data407,0.7748491502722529,0.7658980859496819
408,Data408,0.08430579889996137,0.3763429654485416
409,Data409,0.5695777771926378,0.07693420246192884
410,Data410,0.5212107938886629,0.6804569352318441
411,Data411,0.01943914768300814,0.05524417946879134
412,Data412,0.3470266288575047,0.8209138263545351
413,Data413,0.9622705211656282,0.9723465481434272
414,Data414,0.07778122287251443,0.4894132225737793
415,Data415,0.6057417043872759,0.7093555045224046
416,Data416,0.4171835381758393,0.14714328637112417
417,Data417,0.8036161261217771,0.680368491652126
418,Data418,0.271963652053936,0.5936994979611658
419,Data419,0.411679170612798,0.06865218375737703
420,Data420,0.3752155393322978,0.8630994216608235
421,Data421,0.3544674001143495,0.3478256421282063
422,Data422,0.4267085852340793,0.8414551450690381
423,Data423,0.9099096339703523,0.537777738085114
424,Data424,0.3007354620190722,0.8690293095583663
425,Data425,0.376216909586952,0.15384608804156263
426,Data426,0.7949155666728042,0.9888146838160449
427,Data427,0.7238350516418494,0.34782238309921476
428,Data428,0.5974746266349851,0.4344411299007578
429,Data429,0.05499998117057192,0.3106396491158453
430,Data430,0.6358730812001314,0.41212796093276627
431,Data431,0.6944130041481553,0.6091346078083026
432,Data432,0.7362569178725535,0.2245639569987803
433,Data433,0.5167789095731076,0.7630684088205081
434,Data434,0.5710563204325695,0.30901088646628383
435,Data435,0.6804275647537485,0.03362743917763866
436,Data436,0.20115930683483008,0.8175910767054555
437,Data437,0.2809647988037143,0.09091522335974711
438,Data438,0.12943900857467694,0.9546329921234118
439,Data439,0.564876212802081,0.955485591082159
440,Data440,0.6740142794175487,0.4041133671168413
441,Data441,0.2502333484902983,0.36775604254516403
442,Data442,0.6424759022440241,0.8296481208826124
443,Data443,0.19012844150094665,0.5291796850976968
444,Data444,0.7424110927311901,0.6101487338228619
445,Data445,0.08419060275055001,0.9803426863269803
446,Data446,0.898911658611018,0.6861743226113278
447,Data447,0.1945127425825688,0.23369394289870182
448,Data448,0.6663516525746208,0.6351742052987749
449,Data449,0.054545144738199824,0.6624019347223731
450,Data450,0.21957284275394517,0.8682294811855874
451,Data451,0.9729881026454454,0.061873425930513704
452,Data452,0.9887174345460191,0.14656646328813594
453,Data453,0.7294428213801171,0.2467574482558923
454,Data454,0.8622988802794042,0.4530285317817876
455,Data455,0.23455603050099283,0.023797125266951547
456,Data456,0.024703785695128544,0.6218574659219286
457,Data457,0.08462039946954614,0.8896807864324616
458,Data458,0.91716865905326,0.029548950299692733
459,Data459,0.8790697644220871,0.8430833423997248
460,Data460,0.5153776940264237,0.08021128860200966
461,Data461,0.8890341407735532,0.7713774676632148
462,Data462,0.10217856374054712,0.1807704406417825
463,Data463,0.16609659666015686,0.9750332838908201
464,Data464,0.9805153106031639,0.3945282368965065
465,Data465,0.4626200623984278,0.5265147479466062
466,Data466,0.11952859484539269,0.9859952112353496
467,Data467,0.39848962885180184,0.3255193180849474
468,Data468,0.555875572332242,0.6255828854665418
469,Data469,0.1538413112775665,0.9086970393733032
470,Data470,0.4826725720162206,0.10965514650208297
471,Data471,0.5933254693762942,0.29952421169397225
472,Data472,0.3500660984210944,0.06960183650159968
473,Data473,0.13467991821448355,0.44279535518465596
474,Data474,0.9742886784265374,0.29301194428657673
475,Data475,0.8628635380844255,0.05823733996500158
476,Data476,0.6061576266301927,0.9606878740346506
477,Data477,0.360728233685606,0.06903697812473608
478,Data478,0.14532686008662465,0.31515653239907826
479,Data479,0.47818391414315375,0.11361440431088721
480,Data480,0.20320309525715774,0.019496329966092074
481,Data481,0.7940368861524034,0.03276168666167234
482,Data482,0.515288927114501,0.7397142450658508
483,Data483,0.8381595637798626,0.6393067479723615
484,Data484,0.28281804675794997,0.28957034561820116
485,Data485,0.23637534739847277,0.5237507283676976
486,Data486,0.3838979080743853,0.013661617957045014
487,Data487,0.8164192205690145,0.126866483215604
488,Data488,0.03597803425808144,0.9527409862101884
489,Data489,0.37056134214410075,0.8190347632749253
490,Data490,0.4143128396871498,0.7346613496406825
491,Data491,0.20895729893739878,0.2661338261082582
492,Data492,0.9351897739145304,0.06499857170058376
493,Data493,0.8575152386079865,0.9330870782549759
494,Data494,0.3980452226460284,0.15332156380412765
495,Data495,0.25504697196971793,0.17871274061898856
496,Data496,0.9471918808434955,0.4042413676515577
497,Data497,0.5866959776436148,0.029308272887734632
498,Data498,0.8617332289845222,0.22678558481552136
499,Data499,0.4541128761471034,0.3834413700399828
500,Data500,0.5113418496182829,0.871308111320619
501,Data501,0.42757441634964133,0.09670882962606608
502,Data502,0.42593034621518366,0.7900586515391993
503,Data503,0.1512193580334681,0.12276306690484584
504,Data504,0.31884509470072464,0.13570031546861439
505,Data505,0.07980068103468119,0.645695448346802
506,Data506,0.07606413390428779,0.6614775510095692
507,Data507,0.6138307329928633,0.9289048048750975
508,Data508,0.1779828235691271,0.46740099645282596
509,Data509,0.8697214724910903,0.42686793807444
510,Data510,0.7557219045609425,0.7487296937350159
511,Data511,0.5724998956358455,0.5587689402299094
512,Data512,0.5004943567404732,0.946195478521449
513,Data513,0.5909038365017433,0.42673230009870844
514,Data514,0.9424190864620339,0.4718276494892131
515,Data515,0.44814123798795735,0.676444383725977
516,Data516,0.19427074940626454,0.48990130085785566
517,Data517,0.7363214244907819,0.6442368027230153
518,Data518,0.11600698343400973,0.06944555360270144
519,Data519,0.7385443566393597,0.9122439625754484
520,Data520,0.9975155449465631,0.39291278243337946
521,Data521,0.7198596901871164,0.4020369426352588
522,Data522,0.27987566686115495,0.6050236484812715
523,Data523,0.2867847656390402,0.1771736533291931
524,Data524,0.539529164864332,0.316466891237416
525,Data525,0.9347962185750047,0.19639571315840598
526,Data526,0.9451088267000723,0.7390469903844
527,Data527,0.4041878058199928,0.36174033875346345
528,Data528,0.6632729367679862,0.922036516835958
529,Data529,0.7469121934162365,0.33962536494496
530,Data530,0.23774623481363544,0.583904802257116
531,Data531,0.07050201947285628,0.7980041941703259
532,Data532,0.7948693767029646,0.5892574426500726
533,Data533,0.7698917137083097,0.898976818602403
534,Data534,0.039310610151222725,0.20773668891306152
535,Data535,0.6839382034061496,0.1137817975563703
536,Data536,0.39519455609688037,0.9097953180711149
537,Data537,0.020664853604416722,0.6858833245956664
538,Data538,0.32075482966114566,0.6036719047894772
539,Data539,0.08373050616813893,0.35790662766361847
540,Data540,0.7787190876626705,0.8985586958361859
541,Data541,0.802350706773051,0.29946404562597806
542,Data542,0.07998568586620969,0.1908677490108477
543,Data543,0.8178758346225373,0.5254526793786911
544,Data544,0.8347539554050778,0.11366466574862988
545,Data545,0.41245704733052835,0.47819447720710306
546,Data546,0.5431206490783841,0.1637538814789663
547,Data547,0.878707406661853,0.8618278531335745
548,Data548,0.43625719408366304,0.1265630086060463
549,Data549,0.02399225972836927,0.26364940399006864
550,Data550,0.5396338128317775,0.2558880759326084
551,Data551,0.37895942305574026,0.5746432722671386
552,Data552,0.5713581126642545,0.03372546847583591
553,Data553,0.33714644540031713,0.7302248828742979
554,Data554,0.21154726444305694,0.734830389959087
555,Data555,0.8909784791513324,0.832264522049077
556,Data556,0.48275480634171675,0.9513060746313394
557,Data557,0.8491973212980349,0.28474561355791483
558,Data558,0.4668239624209606,0.694441334956106
559,Data559,0.4217381902340135,0.1779514932566405
560,Data560,0.3501416591165224,0.6841789846287157
561,Data561,0.8402977361638709,0.789863613870439
562,Data562,0.8371186532066839,0.961010854662833
563,Data563,0.24631344847772807,0.7384927569606107
564,Data564,0.3008226336620756,0.010759981003294339
565,Data565,0.42280057613192656,0.01515482131095347
566,Data566,0.6500430058243386,0.1796239709300843
567,Data567,0.07247022649974333,0.8562407138266296
568,Data568,0.783667221828624,0.27501795150452046
569,Data569,0.25177763963665767,0.16981964989367404
570,Data570,0.6761009679320413,0.8971695998747448
571,Data571,0.2590274870099951,0.023454137492328164
572,Data572,0.591564517244579,0.22708247789764324
573,Data573,0.7443885437928867,0.5208937139420706
574,Data574,0.6604509912394079,0.7083985535505045
575,Data575,0.06064724022979939,0.24785382633514585
576,Data576,0.06753229081166501,0.3038539899111371
577,Data577,0.9057560559619406,0.3508751726165602
578,Data578,0.39965095841865794,0.7814373122364224
579,Data579,0.12170907760206384,0.22829803534534865
580,Data580,0.27963717875522764,0.7910224677969764
581,Data581,0.1090038903160514,0.7586747950582171
582,Data582,0.27354245202452476,0.32916339621088453
583,Data583,0.6919254097322974,0.9694836929917827
584,Data584,0.19988194760470834,0.5579012320391383
585,Data585,0.42711356428140934,0.05779490936087506
586,Data586,0.39243035401236637,0.842848855057239
